,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
759,Twitchy,MASHED tater? Brian Stelter shares NYT article claiming ‘no violence or looting in…,['2020/06/11'],131 comments,https://twitchy.com/samj-3930/2020/06/11/mashed-tater-brian-stelter-shares-nyt-article-claiming-no-violence-or-looting-in-seattle-and-face-plants-over-raz-simone-videos/,NDPACKER,"Brian Stelter:  Still fat.  Still bald.  Still stupid.  Still a sniveling, lying, liberal communist propagandist.",,,Charlie,2,?
760,Twitchy,MASHED tater? Brian Stelter shares NYT article claiming ‘no violence or looting in…,['2020/06/11'],131 comments,https://twitchy.com/samj-3930/2020/06/11/mashed-tater-brian-stelter-shares-nyt-article-claiming-no-violence-or-looting-in-seattle-and-face-plants-over-raz-simone-videos/,NDPACKER,My neighbor's kids remind me of Lord of the Flies.,,,mrdaveno1,0,0
761,Twitchy,So much REEEE! Ted Cruz gets BRUTALLY honest describing rioters who’ve been te…,['2020/06/11'],125 comments,https://twitchy.com/samj-3930/2020/06/11/so-much-reeee-ted-cruz-gets-brutally-honest-describing-rioters-whove-been-tearing-down-statues-and-the-left-just-cant-deal/,NDPACKER,Democrats = American Taliban.  I have been writing that for years.,,,Cliff Cantine *,4,?
762,The Daily Wire,’Domestic Terrorists’: Trump Erupts Over ‘Seattle Autonomous Zone.’ Mayor Resp…,[],735 comments,https://www.dailywire.com/news/domestic-terrorists-trump-erupts-over-seattle-autonomous-zone-mayor-responds-gets-crushed,NDPACKER,I think one well placed kerosene dropped in the Seattle Autonomous Zone would end this.,,,Artificial Human Intelligence,0,0
763,Twitchy,‘Like interviewing a 12-year-old.’ Brit Hume sums up AOC’s interview about de…,['2020/06/11'],195 comments,https://twitchy.com/samj-3930/2020/06/11/like-interviewing-a-12-year-old-brit-hume-sums-up-aocs-interview-about-defunding-the-police-in-1-perfect-tweet/,NDPACKER,What idiots elected the moron known as AOC?,,,thanksdonald,3,?
764,Twitchy,Raz Simone responds to President Trump: ‘I am not a Terrorist Warlord’,['2020/06/11'],295 comments,https://twitchy.com/gregp-3534/2020/06/11/raz-simone-responds-to-president-trump-i-am-not-a-terrorist-warlord/,NDPACKER,It looks like Raz Simone just volunteered to be the first to die when the shooting starts.  I am good with that.,,,LargoPatriot,13,?
765,Twitchy,‘Jeopardy!’ champ Ken Jennings wants conservatives to know that nobody in en…,['2020/06/10'],311 comments,https://twitchy.com/dougp-3137/2020/06/10/jeopardy-champ-ken-jennings-wants-conservatives-to-know-that-nobody-in-entertainment-shares-their-politics-except-maybe-kelsey-grammer/,NDPACKER,His husband does...every night.,,,Gordon,0,0
766,Twitchy,Backpedal in progress: Michigan Gov. Whitmer’s office clarifies support for ‘de…,['2020/06/10'],132 comments,https://twitchy.com/dougp-3137/2020/06/10/backpedal-in-progress-michigan-gov-whitmers-office-clarifies-support-for-defund-the-police-movement-hint-retreat/,NDPACKER,Eva Braun strikes again!,,,G3,6,?
767,The Daily Wire,"WATCH: Leftist Councilwoman Unlocks Doors For Protesters To Flood City Hall,…",[],554 comments,https://www.dailywire.com/news/watch-leftist-councilwoman-unlocks-doors-for-protesters-to-flood-city-hall-demand-democrat-mayor-resign-amid-calls-to-defund-police,NDPACKER,All protesters should be arrested and sent to china.,,,,7,?
768,Twitchy,"‘It’s a financial term, which we know often confuses you’: Carol Roth reminds a narr…",['2020/06/09'],130 comments,https://twitchy.com/dougp-3137/2020/06/09/its-a-financial-term-which-we-know-often-confuses-you-carol-roth-reminds-a-narrative-spinning-aoc-what-defund-means/,NDPACKER,This article is just more proof that ALL democrats lie ALL the time.  Just like the main stream media.,,,BossBass7o7,2,?
769,Twitchy,"Brian Stelter goes after Lara Logan, hides *why* she called out AOC from his readers",['2020/06/10'],187 comments,https://twitchy.com/gregp-3534/2020/06/10/brian-stelter-goes-after-lara-logan-hides-why-she-called-out-aoc-from-his-readers/,NDPACKER,"Brian Stelter:  Still fat.  Still bald.  Still stupid.  Still a sniveling, lying, liberal communist propagandist.",,,Mike Fitz,24,?
770,The Daily Wire,AG Barr On Durham Investigation: ‘I’m Very Troubled By’ What ‘Has Been Called…,[],239 comments,https://www.dailywire.com/news/ag-barr-on-durham-investigation-im-very-troubled-by-what-has-been-called-to-my-attention-so-far,NDPACKER,I hope you are correct.MAGA!,,,TheConservativeMind,2,?
771,Twitchy,‘What the hell just happened?’ Cornel West and Leo Terrell got into a ‘defund the pol…,['2020/06/09'],277 comments,https://twitchy.com/dougp-3137/2020/06/09/what-the-hell-just-happened-cornel-west-and-leo-terrell-got-into-a-defund-the-police-verbal-brawl-on-sean-hannitys-show-and-yowza/,NDPACKER,I thought they ALL supported black lies matter.,,,BLM is a marxist lie,1,?
772,KNPR,"Shutdown Flattens Casino Town, Sends Mayor To The Food Bank",[],1 comments,https://knpr.org/knpr/2020-05/shutdown-flattens-casino-town-sends-mayor-food-bank,NDPACKER,Glad to see the casinos are open.  Good luck everyone in West Wendover.,,,,0,0
773,The Federalist,The Crowd That Booed Jacob Frey Is On The Cusp Of Controlling The Democratic…,['2020/06/09'],956 comments,https://thefederalist.com/2020/06/09/the-crowd-that-booed-jacob-frey-is-on-the-cusp-of-controlling-the-democratic-party/,NDPACKER,Maybe if I run out of bullets and shotgun shells.,,,John Truman,0,0
774,The Daily Wire,"Chicago Mayor, Aldermen Square Off In Shocking, Profanity-Laced Phone Call Ov…",[],330 comments,https://www.dailywire.com/news/chicago-mayor-aldermen-square-off-in-shocking-profanity-laced-phone-call-over-looting,NDPACKER,I bet we never hear this from the main stream media.  Any takers...No?,,,Guest,0,0
775,Twitchy,Defense attorney under LAPD investigation for revolting Instagram posts INCLUDING…,['2020/06/09'],113 comments,https://twitchy.com/samj-3930/2020/06/09/defense-attorney-under-lapd-investigation-for-revolting-instagram-posts-including-a-call-for-murdering-the-police-screenshots/,NDPACKER,Mark McBride needs to sleep with the fishes.,,,Island Shark,5,?
776,Twitchy,OUCH: Nick Searcy has the PERFECT suggestion for Andrew Yang who wants t…,['2020/06/09'],89 comments,https://twitchy.com/samj-3930/2020/06/09/ouch-nick-searcy-has-the-perfect-suggestion-for-andrew-yang-who-wants-to-rename-the-police-something-nicer-and-lol/,NDPACKER,Minneapolis Guardians?  Should they rename the Viqueens the Guardians?  They already have the f a g color.,,,EOD,1,?
777,Twitchy,‘Your tax dollars hard at work’: The ‘science’ behind NPR takes on Trump rall…,['2020/06/09'],116 comments,https://twitchy.com/dougp-3137/2020/06/09/your-tax-dollars-hard-at-work-the-science-behind-npr-takes-on-trump-rallies-vs-protests-inspires-shot-chaser-of-the-day/,NDPACKER,The more we boycott NPR the better off our lives will be.MAGA!,,,jamesben,2,?
778,Twitchy,‘I feel like I’m at ground zero’: INSANE audio leaks of a call between Chicago ald…,['2020/06/09'],233 comments,https://twitchy.com/gregp-3534/2020/06/09/i-feel-like-im-at-ground-zero-insane-audio-leaks-of-a-call-between-chicago-aldermen-and-the-mayor-where-they-discuss-the-looting/,NDPACKER,Nope.  Are you just figuring that out?,,,Clutchdriven,1,?
779,Twitchy,‘I feel like I’m at ground zero’: INSANE audio leaks of a call between Chicago ald…,['2020/06/09'],233 comments,https://twitchy.com/gregp-3534/2020/06/09/i-feel-like-im-at-ground-zero-insane-audio-leaks-of-a-call-between-chicago-aldermen-and-the-mayor-where-they-discuss-the-looting/,NDPACKER,Chicago is now officially a third-world sh*thole.,,,Sabrina Gray,3,?
780,Twitchy,"Alexandria Ocasio-Cortez explains what ‘defund’ the police REALLY means, gets t…",['2020/06/09'],116 comments,https://twitchy.com/gregp-3534/2020/06/09/alexandria-ocasio-cortez-explains-what-defund-the-police-really-means-gets-tripped-up-by-the-facts-yet-again/,NDPACKER,What idiots elected the moron known as AOC?,,,jpfence,3,?
781,The Daily Wire,Top L.A. Democrat Pushed To Cut LAPD Funding While Having Private LAPD Deta…,[],236 comments,https://www.dailywire.com/news/top-l-a-democrat-pushed-to-cut-lapd-funding-while-having-private-lapd-detail-at-her-home-since-april,NDPACKER,Start by ending her taxpayer funded security detail and then publish her address.,,,Nightmare to the left,12,?
782,The Daily Wire,Minneapolis City Council President Lisa Bender: I Am Willing To Stand For a ‘Poli…,[],192 comments,https://www.dailywire.com/news/minneapolis-city-council-president-lisa-bender-i-am-willing-to-stand-for-a-police-free-future,NDPACKER,"Child, please.",,,,0,0
783,The Daily Wire,Attorney General William Barr Explains Why Antifa Arrests Have Not Been Made…,[],290 comments,https://www.dailywire.com/news/attorney-general-william-barr-explains-why-antifa-arrests-have-not-been-made-yet,NDPACKER,What would a gay coward like you know about...anything?,,,Christopher Richey,0,0
784,Twitchy,‘Read the transcript!’ Kayleigh McEnany truth-tramples AOC’s attempt to cry raci…,['2020/06/08'],165 comments,https://twitchy.com/dougp-3137/2020/06/08/read-the-transcript-kayleigh-mcenany-truth-tramples-aocs-attempt-to-cry-racism-over-being-called-a-biden-adviser-instead-of-congresswoman/,NDPACKER,Thank God for Kayleigh McEnany!MAGA!,,,George Sprout,10,?
785,The Daily Wire,"WATCH: White Cops, Civilians Wash Feet Of Black Organizers, Ask For Forgiveness",[],536 comments,https://www.dailywire.com/news/watch-white-cops-civilians-wash-feet-of-black-organizers-ask-for-forgiveness,NDPACKER,WTF is happening!!!?,,,,108,?
786,Twitchy,Look on Alysin Camerota’s face as Minneapolis City Council President descr…,['2020/06/08'],358 comments,https://twitchy.com/samj-3930/2020/06/08/look-on-alysin-camerotas-face-as-minneapolis-city-council-president-describes-not-wanting-to-be-robbed-as-privilege-is-priceless-watch/,NDPACKER,Why would anyone want to live in a third world sh*thole like Minneapolis?,,,Lon Mead,24,?
787,The Daily Wire,"AG Barr: Protesters In D.C. ‘Were Not Peaceful,’ Hundreds Of Officers Injured,…",[],118 comments,https://www.dailywire.com/news/ag-barr-protesters-in-d-c-were-not-peaceful-hundreds-of-officers-injured-media-promoting-big-lies,NDPACKER,"“Well, it’s the job of the media to tell the truth,” Barr responded.They have not told the truth in my lifetime.",,,,2,?
788,Twitchy,OOPSIE Tater! Brian Stelter accidentally admits traditional media IS fake news sh…,['2020/06/08'],92 comments,https://twitchy.com/samj-3930/2020/06/08/oopsie-tater-brian-stelter-accidentally-admits-traditional-media-is-fake-news-sharing-nyt-op-ed-about-journos-reporting-their-truth/,NDPACKER,Boycott all of the main stream liars and make American great again!,,,,2,?
789,The Daily Wire,NYT Editorial Page Editor Resigns After Blowback For Cotton Op-Ed. Ted Cruz Pu…,[],133 comments,https://www.dailywire.com/news/nyt-editorial-page-editor-resigns-after-blowback-for-cotton-op-ed-ted-cruz-publishes-scathing-obituary-for-the-paper,NDPACKER,The New York Times:  All the lies fit to print.,,,BeFuYo23,2,?
790,Twitchy,We regret to inform libs that George Takei is making sense on #DefundThePolice,['2020/06/08'],136 comments,https://twitchy.com/gregp-3534/2020/06/08/we-regret-to-inform-libs-that-george-takei-is-making-sense-on-defundthepolice/,NDPACKER,Defund all police departments in liberal cities and let them kill each other.,,,JR48,4,?
791,The Daily Wire,Dr. Fauci Speaks Up: Protests Are ‘A Perfect Setup’ For A Second Coronavirus Peak,[],181 comments,https://www.dailywire.com/news/dr-fauci-speaks-up-protests-are-a-perfect-setup-for-a-second-coronavirus-peak,NDPACKER,Why worry if they are all dead?,,,sosumi idk,1,?
792,The Daily Wire,JOHNSON: Progressive Extremists Keep Pushing Shady Obama Era Lawsuits,[],43 comments,https://www.dailywire.com/news/johnson-progressive-extremists-keep-pushing-shady-obama-era-lawsuits,NDPACKER,Blocked her a looooooong time ago.,,,Kevin Davis,0,0
793,The Daily Wire,Republicans Look At Multi-City Convention For Trump’s Renomination,[],88 comments,https://www.dailywire.com/news/republicans-look-at-multi-city-convention-for-trumps-renomination,NDPACKER,"What about Minneapolis?  All of the democrats there will be dead, homeless or in prison in another month.",,,Big Cat,6,?
794,The Daily Wire,Dr. Fauci Speaks Up: Protests Are ‘A Perfect Setup’ For A Second Coronavirus Peak,[],181 comments,https://www.dailywire.com/news/dr-fauci-speaks-up-protests-are-a-perfect-setup-for-a-second-coronavirus-peak,NDPACKER,"The good news is if he is correct it will just be protesters (democrats), rioters (democrats), antifa (democrats) and members of the main stream media (democrats) getting, spreading and dying from the virus.  Let us hope he is correct on this one.",,,NoneYa,1,?
795,The Daily Wire,Stunning Video Of Minneapolis Riot Aftermath: ‘Democrat Rule Will Equal A…,[],432 comments,https://www.dailywire.com/news/stunning-video-of-minneapolis-riot-aftermath-democrat-rule-will-equal-america-in-ruins,NDPACKER,Oblowme is finally getting the race war he tried starting for eight years.,,,Foggyhorn,5,?
796,The Daily Wire,Stunning Video Of Minneapolis Riot Aftermath: ‘Democrat Rule Will Equal A…,[],432 comments,https://www.dailywire.com/news/stunning-video-of-minneapolis-riot-aftermath-democrat-rule-will-equal-america-in-ruins,NDPACKER,Minneapolis is now officially a third world sh*thole.,,,tomc100,38,?
797,Twitchy,‘You should study RIOTS’: Jim Treacher TORCHES Ali Velshi for guilting all of Am…,['2020/06/07'],172 comments,https://twitchy.com/samj-3930/2020/06/07/you-should-study-riots-jim-treacher-torches-ali-velshi-for-guilting-all-of-america-for-being-racist-in-vicious-back-and-forth/,NDPACKER,Ali Velshi(t) should die.,,,emtae,0,0
798,Twitchy,‘You can’t POSSIBLY be this dim.’ Stephanie Ruhle tries explaining what ‘D…,['2020/06/07'],163 comments,https://twitchy.com/samj-3930/2020/06/07/you-cant-possibly-be-this-dim-stephanie-ruhle-tries-explaining-what-defund-the-police-really-means-and-yeaaah-no/,NDPACKER,"Stephanie Ruhle is just one more sniveling, lying, liberal communist propagandist to be ignored.MAGA!",,,DaveInIA,6,?
799,Twitchy,Watch as Minneapolis Mayor Jacob Frey is booed out of a protest for refusing calls t…,['2020/06/06'],244 comments,https://twitchy.com/brettt-3136/2020/06/06/watch-as-minneapolis-mayor-jacob-frey-is-booed-out-of-a-protest-for-refusing-calls-to-defund-the-police/,NDPACKER,It looks like oblowme is finally getting the race war he tried to start for 8 years.,,,Gloves Donahue,1,?
800,Twitchy,‘Both can be true’: Journos try to defend Biden from Trump criticism about ‘defun…,['2020/06/06'],75 comments,https://twitchy.com/dougp-3137/2020/06/06/both-can-be-true-journos-try-to-defend-biden-from-trump-criticism-about-defund-the-police-movement-and-crime-bill-but-only-make-joe-look-worse/,NDPACKER,Thank God for President Trump!MAGA!,,,,14,?
801,Twitchy,‘What a leap’! Vox reports many have now decided it’s ‘worth it’ to protest during a…,['2020/06/06'],121 comments,https://twitchy.com/dougp-3137/2020/06/06/what-a-leap-vox-reports-many-have-now-decided-its-worth-it-to-protest-during-a-pandemic-and-people-have-thoughts/,NDPACKER,Whiskey tango foxtrot?,,,,4,?
802,The Daily Wire,MSNBC Hires Disgraced Ex-FBI Lawyer Lisa Page As An Analyst,[],223 comments,https://www.dailywire.com/news/msnbc-hires-disgraced-ex-fbi-lawyer-lisa-page-as-an-analyst,NDPACKER,Why is this news?  She is just another hooker going to work for a house of prostitution.,,,my2centshere,26,?
803,Twitchy,Drew Brees takes apology for initial stance against kneeling during National Anthe…,['2020/06/05'],454 comments,https://twitchy.com/dougp-3137/2020/06/05/drew-brees-takes-apology-for-initial-stance-against-kneeling-during-national-anthem-to-next-level-with-this-note-to-president-trump/,NDPACKER,Drew Brees is a first degree coward.,,,Renny,9,?
